GHGN-1906-MONOMER	GHGN-1906	Q97NW1	alpha-galactosidase	
GHGN-1351-MONOMER	GHGN-1351	Q97Q81	orf	
GHGN-762-MONOMER	GHGN-762	Q97RP1	orf	
GHGN-1275-MONOMER	GHGN-1275	Q97QE6	zinc-containing alcohol dehydrogenase	
GHGN-1757-MONOMER	GHGN-1757	Q97P91	orf	
GHGN-1905-MONOMER	GHGN-1905	Q97NW2	sugar ABC transporter substrate-binding protein	
GHGN-168-MONOMER	GHGN-168	Q97SZ9	orf	
GHGN-869-MONOMER	GHGN-869	Q97RF7	DNA polymerase III subunits gamma and tau	
GHGN-761-MONOMER	GHGN-761	Q97RP2	orf	
GHGN-1904-MONOMER	GHGN-1904	Q97NW3	sugar ABC transporter permease	
GHGN-1756-MONOMER	GHGN-1756	Q97P92	GTP-binding protein YqeH	
GHGN-120-MONOMER	GHGN-120	Q97T42	orf	
GHGN-1350-MONOMER	GHGN-1350	Q97Q82	orf	
GHGN-1274-MONOMER	GHGN-1274	Q97QE7	choline kinase	
GHGN-1903-MONOMER	GHGN-1903	Q97NW4	sugar ABC transporter permease	
GHGN-760-MONOMER	GHGN-760	P35595	PTS system transporter subunit IIABC	
GHGN-1755-MONOMER	GHGN-1755	Q97P93	orf	
GHGN-868-MONOMER	GHGN-868	Q97RF8	orf	
GHGN-1902-MONOMER	GHGN-1902	Q97NW5	sucrose phosphorylase	
GHGN-167-MONOMER	GHGN-167	Q97T00	orf	
GHGN-759-MONOMER	GHGN-759	Q97RP3	cell division ABC transporter permease FtsX	
GHGN-1754-MONOMER	GHGN-1754	P65504	nicotinic acid mononucleotide adenylyltransferase	NadD
GHGN-1273-MONOMER	GHGN-1273	Q97QE8	licB protein	
GHGN-1901-MONOMER	GHGN-1901	Q97NW6	orf	
GHGN-1349-MONOMER	GHGN-1349	Q97Q83	prolyl oligopeptidase	
GHGN-866-MONOMER	GHGN-866	Q97RF9	30S ribosomal protein S1	RpsA
GHGN-118-MONOMER	GHGN-118	Q97T43	amino acid ABC transporter substrate-binding protein	
GHGN-1900-MONOMER	GHGN-1900	Q97NW7	orf	
GHGN-758-MONOMER	GHGN-758	Q97RP4	cell division ABC transporter ATP-binding protein FtsE	
GHGN-1753-MONOMER	GHGN-1753	Q97P95	orf	
GHGN-1899-MONOMER	GHGN-1899	P18791	oligopeptide ABC transporter oligopeptide-binding protein AmiA	
GHGN-755-MONOMER	GHGN-755	Q97RP5	acetoin utilization protein AcuB	
GHGN-1272-MONOMER	GHGN-1272	Q97QE9	licC protein	
GHGN-863-MONOMER	GHGN-863	Q97RG0	orf	
GHGN-166-MONOMER	GHGN-166	Q97T01	orf	
GHGN-1898-MONOMER	GHGN-1898	P0A4M7	oligopeptide ABC transporter permease AmiC	
GHGN-1752-MONOMER	GHGN-1752	Q97P96	isochorismatase	
GHGN-1348-MONOMER	GHGN-1348	Q97Q84	drug efflux ABC transporter ATP-binding protein/permease	
GHGN-117-MONOMER	GHGN-117	Q97T44	amino acid ABC transporter ATP-binding protein	
GHGN-1897-MONOMER	GHGN-1897	P0A4M9	oligopeptide ABC transporter permease AmiD	
GHGN-862-MONOMER	GHGN-862	P65678	pyrrolidone-carboxylate peptidase	
GHGN-754-MONOMER	GHGN-754	Q97RP6	branched-chain amino acid ABC transporter ATP-binding protein	
GHGN-1751-MONOMER	GHGN-1751	Q97P97	iojap-like protein	
GHGN-1271-MONOMER	GHGN-1271	Q97QF0	DNA processing protein DprA	
GHGN-1896-MONOMER	GHGN-1896	P0A2U8	oligopeptide ABC transporter ATP-binding protein AmiE	
GHGN-1347-MONOMER	GHGN-1347	Q97Q85	ABC transporter ATP-binding protein	
GHGN-1895-MONOMER	GHGN-1895	P18766	oligopeptide ABC transporter ATP-binding protein AmiF	
GHGN-861-MONOMER	GHGN-861	Q97RG2	orf	
GHGN-753-MONOMER	GHGN-753	Q97RP7	branched-chain amino acid ABC transporter ATP-binding protein	
GHGN-1750-MONOMER	GHGN-1750	Q97P98	orf	
GHGN-165-MONOMER	GHGN-165	Q97T02	orf	
GHGN-1893-MONOMER	GHGN-1893	Q97NW8	trehalose operon transcriptional repressor	
GHGN-1270-MONOMER	GHGN-1270	Q97QF1	orf	
GHGN-752-MONOMER	GHGN-752	Q97RP8	branched-chain amino acid ABC transporter permease	
GHGN-1892-MONOMER	GHGN-1892	Q97NW9	trehalose PTS system, IIABC components	
GHGN-116-MONOMER	GHGN-116	Q97T45	orf	
GHGN-1749-MONOMER	GHGN-1749	Q97P99	orf	
GHGN-860-MONOMER	GHGN-860	Q97RG3	orf	
GHGN-751-MONOMER	GHGN-751	Q97RP9	branched-chain amino acid ABC transporter permease	
GHGN-1748-MONOMER	GHGN-1748	Q97PA0	orf	
GHGN-1269-MONOMER	GHGN-1269	Q97QF2	orf	
GHGN-1747-MONOMER	GHGN-1747	Q97PA1	orf	
GHGN-750-MONOMER	GHGN-750	Q97RQ0	branched-chain amino acid ABC transporter substrate-binding protein	
GHGN-115-MONOMER	GHGN-115	Q97T46	bacteriocin	
GHGN-1746-MONOMER	GHGN-1746	P67282	orf	
GHGN-1268-MONOMER	GHGN-1268	Q97QF3	DNA topoisomerase I	
GHGN-749-MONOMER	GHGN-749	Q97RQ1	orf	
GHGN-1745-MONOMER	GHGN-1745	Q97PA3	guanylate kinase	Gmk
GHGN-748-MONOMER	GHGN-748	Q97RQ2	orf	
GHGN-1267-MONOMER	GHGN-1267	Q97CV3	IS1167, transposase	
GHGN-1744-MONOMER	GHGN-1744	P66730	DNA-directed RNA polymerase subunit omega	
GHGN-747-MONOMER	GHGN-747	P63787	ATP-dependent Clp protease proteolytic subunit	ClpP
GHGN-114-MONOMER	GHGN-114	Q97T47	orf	
GHGN-1743-MONOMER	GHGN-1743	Q97PA5	primosome assembly protein PriA	
GHGN-1266-MONOMER	GHGN-1266	Q97QF4	orf	
GHGN-1742-MONOMER	GHGN-1742	Q97PA6	methionyl-tRNA formyltransferase	Fmt
GHGN-746-MONOMER	GHGN-746	Q97RQ3	uracil phosphoribosyltransferase	Upp
GHGN-1265-MONOMER	GHGN-1265	Q97QF5	copper homeostasis protein CutC	
GHGN-1741-MONOMER	GHGN-1741	Q97PA7	rRNA methyltransferase RsmB	
GHGN-745-MONOMER	GHGN-745	Q97RQ4	cytidine and deoxycytidylate deaminase	
GHGN-113-MONOMER	GHGN-113	Q97T48	LysM domain-containing protein	
GHGN-1264-MONOMER	GHGN-1264	Q97QF6	orf	
GHGN-1740-MONOMER	GHGN-1740	Q97PA8	phosphatase	
GHGN-744-MONOMER	GHGN-744	Q97RQ5	TetR family transcriptional regulator	
GHGN-1263-MONOMER	GHGN-1263	Q97QF7	2-isopropylmalate synthase	
GHGN-743-MONOMER	GHGN-743	Q97RQ6	orf	
GHGN-1739-MONOMER	GHGN-1739	Q97PA9	serine/threonine protein kinase	
GHGN-112-MONOMER	GHGN-112	Q97T49	L-serine dehydratase, iron-sulfur-dependent subunit beta	
GHGN-742-MONOMER	GHGN-742	Q97RQ7	orf	
GHGN-1738-MONOMER	GHGN-1738	Q97PB0	orf	
GHGN-1261-MONOMER	GHGN-1261	Q97QF8	orf	
GHGN-741-MONOMER	GHGN-741	Q97RQ8	MutT/nudix family protein	
GHGN-1737-MONOMER	GHGN-1737	Q97PB1	orf	
GHGN-1260-MONOMER	GHGN-1260	Q97QF9	orf	
GHGN-111-MONOMER	GHGN-111	Q97T50	L-serine dehydratase, iron-sulfur-dependent subunit alpha	
GHGN-740-MONOMER	GHGN-740	I6L8N2	MerR family transcriptional regulator	
GHGN-1736-MONOMER	GHGN-1736	Q2MGG0	truncated IS1381 transposase	
GHGN-739-MONOMER	GHGN-739	Q97RQ9	orf	
GHGN-1259-MONOMER	GHGN-1259	Q97QG0	orf	
GHGN-1735-MONOMER	GHGN-1735	Q97PB2	orf	
GHGN-738-MONOMER	GHGN-738	Q97RR0	sodium-dependent transporter	
GHGN-1258-MONOMER	GHGN-1258	Q97QG1	orf	
GHGN-1734-MONOMER	GHGN-1734	Q97PB3	hydroxymethylglutaryl-CoA synthase	
GHGN-737-MONOMER	GHGN-737	Q97RR1	mannose-6-phosphate isomerase	
GHGN-110-MONOMER	GHGN-110	Q97T51	HAD superfamily hydrolase	
GHGN-1733-MONOMER	GHGN-1733	Q97PB4	3-hydroxy-3-methylglutaryl-CoA reductase	
GHGN-735-MONOMER	GHGN-735	Q97CV6	orf	
GHGN-1257-MONOMER	GHGN-1257	Q97QG2	orf	
GHGN-734-MONOMER	GHGN-734	Q97RR2	orf	
GHGN-1732-MONOMER	GHGN-1732	Q97PB5	sucrose operon repressor	
GHGN-732-MONOMER	GHGN-732	Q97RR3	orf	
GHGN-1731-MONOMER	GHGN-1731	Q97PB6	sucrose-6-phosphate hydrolase	
GHGN-1256-MONOMER	GHGN-1256	Q97QG3	endonuclease	
GHGN-109-MONOMER	GHGN-109	Q97T52	capsular polysaccharide biosynthesis protein	
GHGN-731-MONOMER	GHGN-731	Q54970	pyruvate oxidase	
GHGN-1730-MONOMER	GHGN-1730	Q97PB7	orf	
GHGN-1255-MONOMER	GHGN-1255	Q97QG4	orf	
GHGN-730-MONOMER	GHGN-730	Q97RR4	cation transporter E1-E2 family ATPase	
GHGN-1729-MONOMER	GHGN-1729	Q97PB8	PTS system IIABC components	
GHGN-1254-MONOMER	GHGN-1254	Q97QG5	guanosine 5'-monophosphate oxidoreductase	
GHGN-729-MONOMER	GHGN-729	Q97RR5	orf	
GHGN-1728-MONOMER	GHGN-1728	Q97PB9	fructokinase	
GHGN-108-MONOMER	GHGN-108	Q97T53	glycosyl transferase family protein	
GHGN-1252-MONOMER	GHGN-1252	Q97QG6	ribonuclease III	Rnc
GHGN-728-MONOMER	GHGN-728	Q97RR6	transcriptional repressor	
GHGN-1727-MONOMER	GHGN-1727	Q97PC0	orf	
GHGN-727-MONOMER	GHGN-727	Q97RR7	phosphomethylpyrimidine kinase	
GHGN-1725-MONOMER	GHGN-1725	Q97PC1	orf	
GHGN-1251-MONOMER	GHGN-1251	Q97QG7	orf	
GHGN-726-MONOMER	GHGN-726	P66920	thiamine-phosphate pyrophosphorylase	ThiE
GHGN-1724-MONOMER	GHGN-1724	Q97PC2	ABC transporter ATP-binding protein	
GHGN-1250-MONOMER	GHGN-1250	Q97QG8	Cof family protein	
GHGN-725-MONOMER	GHGN-725	Q97RR9	hydroxyethylthiazole kinase	
GHGN-107-MONOMER	GHGN-107	Q97T54	transporter	
GHGN-1723-MONOMER	GHGN-1723	Q97PC3	orf	
GHGN-1249-MONOMER	GHGN-1249	Q97QG9	Cof family protein	
GHGN-724-MONOMER	GHGN-724	Q97RS0	orf	
GHGN-1722-MONOMER	GHGN-1722	Q97PC4	orf	
GHGN-723-MONOMER	GHGN-723	Q97RS1	transcriptional activator TenA	
GHGN-1721-MONOMER	GHGN-1721	Q97PC5	GntR family transcriptional regulator	
GHGN-1248-MONOMER	GHGN-1248	Q97QH0	signal recognition particle-docking protein FtsY	
GHGN-106-MONOMER	GHGN-106	Q97T55	orf	
GHGN-722-MONOMER	GHGN-722	Q97RS2	orf	
GHGN-1720-MONOMER	GHGN-1720	P67318	transcriptional regulator NrdR	NrdR
GHGN-1247-MONOMER	GHGN-1247	O54537	glucose-6-phosphate 1-dehydrogenase	
GHGN-721-MONOMER	GHGN-721	Q97RS3	ABC transporter ATP-binding protein	
GHGN-1719-MONOMER	GHGN-1719	Q97PC6	orf	
GHGN-105-MONOMER	GHGN-105	Q97T56	orf	
GHGN-1718-MONOMER	GHGN-1718	Q97PC7	primosomal protein DnaI	
GHGN-1246-MONOMER	GHGN-1246	Q97QH1	amino acid ABC transporter ATP-binding protein	
GHGN-720-MONOMER	GHGN-720	Q97RS4	orf	
GHGN-1717-MONOMER	GHGN-1717	Q97PC8	nitroreductase	
GHGN-719-MONOMER	GHGN-719	Q97RS5	thiamine-phosphate pyrophosphorylase	
GHGN-1245-MONOMER	GHGN-1245	Q97QH2	amino acid ABC transporter amino acid-binding protein/permease	
GHGN-1716-MONOMER	GHGN-1716	P64062	GTP-binding protein EngA	EngA
GHGN-718-MONOMER	GHGN-718	Q97RS6	hydroxyethylthiazole kinase	
GHGN-104-MONOMER	GHGN-104	Q97T57	orf	
GHGN-1244-MONOMER	GHGN-1244	Q97QH3	orf	
GHGN-1715-MONOMER	GHGN-1715	Q97PD0	orf	
GHGN-717-MONOMER	GHGN-717	Q97RS7	transcriptional regulator	
GHGN-1714-MONOMER	GHGN-1714	Q97PD1	orf	
GHGN-1243-MONOMER	GHGN-1243	Q54986	excinuclease ABC subunit B	
GHGN-716-MONOMER	GHGN-716	Q97RS8	lactate oxidase	
GHGN-103-MONOMER	GHGN-103	Q97T58	orf	
GHGN-1713-MONOMER	GHGN-1713	Q97PD2	orf	
GHGN-1242-MONOMER	GHGN-1242	Q97QH4	acetyltransferase	
GHGN-715-MONOMER	GHGN-715	Q97CV5	IS1380-Spn1 transposase	
GHGN-1712-MONOMER	GHGN-1712	Q97PD3	orf	
GHGN-714-MONOMER	GHGN-714	Q97RS9	lysyl-tRNA synthetase	LysS
GHGN-1711-MONOMER	GHGN-1711	Q97PD4	ABC transporter ATP-binding protein	
GHGN-1241-MONOMER	GHGN-1241	Q97QH5	acetyltransferase	
