#
#  spne487213cyc 17.0 Reactions link table generated on Wed Sep 25, 2013
#
ARGDECARBOX-RXN	EC-4.1.1.19
3.4.21.83-RXN	EC-3.4.21.83
RXN0-5393	
RXN-12611	EC-2.5.1.3
UTPHEXPURIDYLYLTRANS-RXN	EC-2.7.7.10
3.4.24.11-RXN	EC-3.4.24.11
RXN-12508	
RXN-10017	
RXN-12583	
RXN-10018	
3.1.21.4-RXN	EC-3.1.21.4
NICOTINATEPRIBOSYLTRANS-RXN	EC-2.4.2.11
HYDROXYMETHYLGLUTARYL-COA-SYNTHASE-RXN	EC-2.3.3.10
TYROSINE--TRNA-LIGASE-RXN	EC-6.1.1.1
SUCCDIAMINOPIMDESUCC-RXN	EC-3.5.1.18
RXN-11667	EC-4.2.1
RXN0-304	EC-5.1.3
GMP-SYN-GLUT-RXN	EC-6.3.5.2
GPH-RXN	EC-3.1.3.18
3.5.1.80-RXN	EC-3.5.1.25
ENOYL-COA-HYDRAT-RXN	EC-4.2.1.17
THIAZOLSYN3-RXN	EC-2.7.1.50
XANPRIBOSYLTRAN-RXN	EC-2.4.2.22
RXN-1623	EC-2.3.1.51
RXN-7933	EC-3.5.1.16
SPERMIDINESYN-RXN	EC-2.5.1.16
H2NEOPTERINP3PYROPHOSPHOHYDRO-RXN	EC-3.6.1
HYDROXYMETHYLGLUTARYL-COA-REDUCTASE-RXN	EC-1.1.1.88
LYSINE--TRNA-LIGASE-RXN	EC-6.1.1.6
3.1.11.2-RXN	EC-3.1.11.2
5-FORMYL-THF-CYCLO-LIGASE-RXN	EC-6.3.3.2
DIHYDRONEOPTERIN-MONO-P-DEPHOS-RXN	EC-3.6.1
RXN-13873	
METHYLACYLYLCOA-HYDROXY-RXN	EC-4.2.1.17
RXN-13805	EC-2.3.1.15
ACETATEKIN-RXN	EC-2.7.2.1
ACETYLORNDEACET-RXN	EC-3.5.1.16
H2PTERIDINEPYROPHOSPHOKIN-RXN	EC-2.7.6.3
RXN-13872	
NADH-DEHYDROGENASE-RXN	EC-1.6.99.3
R345-RXN	EC-6.3.5.10
OROPRIBTRANS-RXN	EC-2.4.2.10
UDPGLUCEPIM-RXN	EC-5.1.3.2
3.2.1.26-RXN	EC-3.2.1.26
1.5.1.7-RXN	EC-1.5.1.7
RXN-1381	EC-2.3.1.15
GLUC1PURIDYLTRANS-RXN	EC-2.7.7.9
RXN-902	
3.2.1.17-RXN	EC-3.2.1.17
GLYCINE--TRNA-LIGASE-RXN	EC-6.1.1.14
DIHYDLIPOXN-RXN	EC-1.8.1.4
RXN0-6480	EC-3.1.26.5
RXN-1461	EC-3.2.1.26
2-METHYLACYL-COA-DEHYDROGENASE-RXN	EC-1.3.8.5
AGMATINE-DEIMINASE-RXN	EC-3.5.3.12
RXN-7699	EC-4.2.1.119
XMPXAN-RXN	EC-3.1.3.5
GLYC3PDEHYDROGBIOSYN-RXN	EC-1.1.1.94
COA-DISULFIDE-REDUCTASE-NADH-RXN	EC-1.8.1.14
RXN-14014	EC-1.17.1.8
ASPARTATEKIN-RXN	EC-2.7.2.4
N-CARBAMOYLPUTRESCINE-AMIDASE-RXN	EC-3.5.1.53
RXN-11346	EC-2.4.1.227
SAMDECARB-RXN	EC-4.1.1.50
3.1.26.5-RXN	EC-3.1.26.5
RXN-9985	EC-3.2.1.26
1.1.1.178-RXN	EC-1.1.1.178
TRNA-CYTIDYLYLTRANSFERASE-RXN	EC-2.7.7.72
ALDOSE1EPIM-RXN	EC-5.1.3.3
NICOTINAMID-RXN	EC-3.5.1.19
3.6.3.27-RXN	EC-3.6.3.27
1.1.1.274-RXN	EC-1.1.1.274
ANTHRANSYN-RXN	EC-4.1.3.27
METHYLACETOACETYLCOATHIOL-RXN	EC-2.3.1.9
GCVMULTI-RXN	
RXN-13673	EC-2.5.1.18
NAD-SYNTH-GLN-RXN	EC-6.3.5.1
3.2.1.97-RXN	EC-3.2.1.97
RXN-8976	EC-2.4.1.227
3.4.23.36-RXN	EC-3.4.23.36
SERINE--TRNA-LIGASE-RXN	EC-6.1.1.11
NMNNUCLEOSID-RXN	EC-3.2.2.14
ARGININE--TRNA-LIGASE-RXN	EC-6.1.1.19
SUPEROX-DISMUT-RXN	EC-1.15.1.1
NADNUCLEOSID-RXN	EC-3.2.2.5
DTDPDEHYDRHAMEPIM-RXN	EC-5.1.3.13
DAPASYN-RXN	EC-2.6.1.62
RXN0-2161	EC-6.1.1.11
NADPYROPHOSPHAT-RXN	EC-3.6.1.22
PRTRANS-RXN	EC-2.4.2.18
GST-RXN	EC-2.5.1.18
5.3.3.14-RXN	EC-5.3.3.14
GLUTKIN-RXN	EC-2.7.2.11
NMNAMIDOHYDRO-RXN	EC-3.5.1.42
DETHIOBIOTIN-SYN-RXN	EC-6.3.3.3
NACGLCTRANS-RXN	EC-2.4.1.227
PHEAMINOTRANS-RXN	EC-2.6.1.57
S-ADENMETSYN-RXN	EC-2.5.1.6
TEICHOICSYN2-RXN	EC-2.4.1.187
2.6.1.57-RXN	EC-2.6.1.57
GSHTRAN-RXN	EC-2.5.1.18
IPPISOM-RXN	EC-5.3.3.2
RXN-11503	EC-2.7.1.4
GLUTSEMIALDEHYDROG-RXN	EC-1.2.1.41
IGPSYN-RXN	EC-4.1.1.48
2.4.1.137-RXN	EC-2.4.1.137
RXN-11746	EC-1.2.1.69
TYRAMINOTRANS-RXN	EC-2.6.1.57
RXN-11029	EC-2.4.1.227
PGLUCISOM-RXN	EC-5.3.1.9
2.5.1.63-RXN	EC-2.5.1.63
RXN-11745	
PRAISOM-RXN	EC-5.3.1.24
FRUCTOKINASE-RXN	EC-2.7.1.4
RXN-8925	EC-2.6.1
RXN-11744	EC-5.3.1
UDP-NACMURALA-GLU-LIG-RXN	EC-6.3.2.9
3.4.21.92-RXN	EC-3.4.21.92
PYRROLINECARBREDUCT-RXN	EC-1.5.1.2
RXN-11747	EC-2.2.1.8
PHOSPHOMEVALONATE-KINASE-RXN	EC-2.7.4.2
TRYPTOPHAN-AMINOTRANSFERASE-RXN	EC-2.6.1.27
RXN-8281	EC-2.4.1
DAHPSYN-RXN	EC-2.5.1.54
RXN-10819	EC-6.2.1.30
ADCLY-RXN	EC-4.1.3.38
ADDALT-RXN	EC-3.5.4.4
RXN0-5224	EC-4.2.1.1
DIPHOSPHOMEVALONTE-DECARBOXYLASE-RXN	EC-4.1.1.33
3.1.26.11-RXN	EC-3.1.26.11
MEVALONATE-KINASE-RXN	EC-2.7.1.36
RXN-8642	
OROTPDECARB-RXN	EC-4.1.1.23
2.7.7.13-RXN	EC-2.7.7.13
RXN-9951	
RXN0-6274	EC-2.5.1.75
L-ASPARTATE-OXID-RXN	EC-1.4.3.16
CARBODEHYDRAT-RXN	EC-4.2.1.1
RXN-9952	EC-1.1.1.44
GAPOXNPHOSPHN-RXN	EC-1.2.1.12
ALARACECAT-RXN	EC-5.1.1.1
QUINOLINATE-SYNTHA-RXN	EC-2.5.1.72
DLACTDEHYDROGNAD-RXN	EC-1.1.1.28
3.2.1.18-RXN	EC-3.2.1.18
THYMIDYLATESYN-RXN	EC-2.1.1.45
ACETALD-DEHYDROG-RXN	EC-1.2.1.10
RIBULPEPIM-RXN	EC-5.1.3.4
RXN0-1081	EC-3.5.4
MALATE-DEH-RXN	EC-1.1.1.37
GLUCOKIN-RXN	EC-2.7.1.2
DTDPDEHYRHAMREDUCT-RXN	EC-1.1.1.133
RXN-1961	EC-6.3.4.19
HOMOSERDEHYDROG-RXN	EC-1.1.1.3
RXN-11319	EC-4.1.99.19
DALADALALIG-RXN	EC-6.3.2.4
FHLMULTI-RXN	
RXN-9386	
1TRANSKETO-RXN	EC-2.2.1.1
DTDPGLUCDEHYDRAT-RXN	EC-4.2.1.46
FUMHYDR-RXN	EC-4.2.1.2
RXN-8631	EC-4.1.2.13
ISOLEUCINE--TRNA-LIGASE-RXN	EC-6.1.1.5
ACONITATEHYDR-RXN	
DTDPGLUCOSEPP-RXN	EC-2.7.7.24
ACONITATEDEHYDR-RXN	
2TRANSKETO-RXN	EC-2.2.1.1
F16ALDOLASE-RXN	EC-4.1.2.13
GLUTAMINE--TRNA-LIGASE-RXN	EC-6.1.1.18
CITSYN-RXN	EC-2.3.3.1
3PGAREARR-RXN	EC-5.4.2.1
UDPGLCNACEPIM-RXN	EC-5.1.3.14
6.3.4.16-RXN	EC-6.3.4.16
CYSTEINE--TRNA-LIGASE-RXN	EC-6.1.1.16
2.7.10.2-RXN	EC-2.7.10.2
RXN0-6427	EC-3.1.7.2
N-ACETYLGLUCOSAMINE-KINASE-RXN	EC-2.7.1.59
RXN-7694	EC-1.1.1.1
SERINE-O-ACETTRAN-RXN	EC-2.3.1.30
PPGPPSYN-RXN	EC-3.1.7.2
RXN-9380	EC-4.1.1.96
2.7.7.8-RXN	EC-2.7.7.8
THREONINE--TRNA-LIGASE-RXN	EC-6.1.1.3
3.1.26.4-RXN	EC-3.1.26.4
RXN-13198	EC-1.1.1.1
GLYOXI-RXN	EC-4.4.1.5
OROTATE-REDUCTASE-NADH-RXN	EC-1.3.1.14
METHENYLTHFCYCLOHYDRO-RXN	EC-3.5.4.9
2PGADEHYDRAT-RXN	EC-4.2.1.11
SPERMINE-SYNTHASE-RXN	EC-2.5.1.22
RIBOSYLHOMOCYSTEINASE-RXN	EC-4.4.1.21
RXN0-6259	EC-1.3.5.3
1.5.1.20-RXN	EC-1.5.1.20
3.2.1.96-RXN	EC-3.2.1.96
UROGENDECARBOX-RXN	EC-4.1.1.37
RXN-1603	
RXN-11832	EC-2.7.4.14	EC-2.7.4.25
RXN0-7023	EC-3.1.13
RXN-7657	EC-1.1.1.1
GLY3KIN-RXN	EC-2.7.1.31
1.1.1.264-RXN	EC-1.1.1.264
PHOSNACMURPENTATRANS-RXN	EC-2.7.8.13
GLUCONOKIN-RXN	EC-2.7.1.12
GLYCPDIESTER-RXN	EC-3.1.4.46
RXN-1602	EC-3.1.1
RXN-7913	EC-2.7.4.14
RXN0-2584	EC-3.2.2.27
GLYCOGENSYN-RXN	EC-2.4.1.21
RXN-11347	EC-2.7.8.13
3.1.1.23-RXN	EC-3.1.1.23
RXN-12002	EC-2.7.4.22	EC-2.7.4.14
GLUC1PADENYLTRANS-RXN	EC-2.7.7.27
HOMOCYSMET-RXN	EC-2.1.1.14
RXN3O-4113	EC-1.1.1.1
TRNA-PSEUDOURIDINE-SYNTHASE-I-RXN	EC-5.4.99.12
RXN-8654	EC-2.7.7.63
GLYCOGEN-BRANCH-RXN	EC-2.4.1.18
RXN-8975	EC-2.7.8.13
3.4.13.9-RXN	EC-3.4.13.9
RXN-5424	EC-1.1.1.1
GDPPYPHOSKIN-RXN	EC-2.7.6.5
RXN-7710	EC-2.4.1.18
RXN-12730	EC-2.1.1.14
ADENPRIBOSYLTRAN-RXN	EC-2.4.2.7
GTPPYPHOSKIN-RXN	EC-2.7.6.5
RXN-7968	EC-1.1.1.282
RXN-7605	EC-2.1.1
RXN-7669	EC-2.4.1.18
ADENOSYLHOMOCYSTEINE-NUCLEOSIDASE-RXN	EC-3.2.2.9
2.4.1.129-RXN	EC-2.4.1.129
ADENYLATECYC-RXN	EC-4.6.1.1
1.2.1.9-RXN	EC-1.2.1.9
PHENYLALANINE--TRNA-LIGASE-RXN	EC-6.1.1.20
RXN-11349	EC-3.4.16
ADENOSINE-NUCLEOSIDASE-RXN	EC-3.2.2.7
GLUCONATE-5-DEHYDROGENASE-RXN	EC-1.1.1.69
ALCOHOL-DEHYDROG-RXN	EC-1.1.1.1
RXN-11348	EC-2.4.1.129
HOMSUCTRAN-RXN	EC-2.3.1.46
RXN-12302	EC-3.2.1.41
1.11.1.15-RXN	EC-1.11.1.15
RXN-11343	
TRIOSEPISOMERIZATION-RXN	EC-5.3.1.1
RXN-1824	EC-3.2.1.41
RXN0-5462	EC-3.6.1.15	EC-3.6.5
RXN-11344	EC-6.3.1.12
RXN0-5021	EC-2.7.7
ALLOSE-KINASE-RXN	EC-2.7.1.55
DNA-LIGASE-NAD+-RXN	EC-6.5.1.2
RXN-13602	EC-3.2.1.21
RXN-10781	EC-1.1.1.1
RXN-11345	
RXN0-303	EC-5.3.1
DIHYDROFOLATEREDUCT-RXN	EC-1.5.1.3
NANK-RXN	EC-2.7.1.60
6.3.2.10-RXN	EC-6.3.2.10
RIBOFLAVINKIN-RXN	EC-2.7.1.26
AMINOGLYCOSIDE-N6-ACETYLTRANSFERASE-RXN	EC-2.3.1.82
6.3.2.7-RXN	EC-6.3.2.7
PHOSACETYLTRANS-RXN	EC-2.3.1.8
RXN-7693	EC-1.1.1.1
5.4.2.10-RXN	EC-5.4.2.10
DHBDEHYD-RXN	EC-1.3.1.28
RXN0-262	EC-2.7.7.77
NAD-KIN-RXN	EC-2.7.1.23
RXN-13600	EC-3.2.1.21
ISOCHORSYN-RXN	EC-5.4.4.2
RXN-5721	
PRPPSYN-RXN	EC-2.7.6.1
RXN66-478	EC-1.1.1.1
DIHYDRODIPICSYN-RXN	EC-4.3.3.7
2.8.3.9-RXN	EC-2.8.3.9
RXN-10857	EC-4.1.2.25
3.4.11.18-RXN	EC-3.4.11.18
3.6.3.8-RXN	EC-3.6.3.8
RXN0-361	EC-3.2.2
RXN-5341	EC-3.2.1.21
3.4.11.4-RXN	EC-3.4.11.4
RXN-12104	
CYTIDINEKIN-RXN	EC-2.7.1
PHOSPHOKETOLASE-RXN	EC-4.1.2.9
CYTDEAM-RXN	EC-3.5.4.1
RXN-10773	EC-3.2.1.21
RXN-11339	
3.5.1.88-RXN	EC-3.5.1.88
PEPCARBOX-RXN	EC-4.1.1.31
H2NEOPTERINALDOL-RXN	EC-4.1.2.25
3.2.1.21-RXN	EC-3.2.1.21
RXN-10915	EC-1.1.1.1
GLYOHMETRANS-RXN	EC-2.1.2.1
CHOLINE-KINASE-RXN	EC-2.7.1.32
RXN-11397	EC-3.6.1
TRYPTOPHAN--TRNA-LIGASE-RXN	EC-6.1.1.2
RXN-12448	EC-1.1.1.1
THYKI-RXN	EC-2.7.1.21
SPONTPRO-RXN	
RXN-11409	
RXN-8036	EC-3.2.1.21
RXN-11410	
L-XYLULOSE-REDUCTASE-RXN	EC-1.1.1.10
ALCOHOL-DEHYDROG-GENERIC-RXN	EC-1.1.1.1
GTP-CYCLOHYDRO-I-RXN	EC-3.5.4.16
DURIDKI-RXN	EC-2.7.1.21
INDOLELACTATE-DEHYDROGENASE-RXN	EC-1.1.1.110
D-XYLULOSE-REDUCTASE-RXN	EC-1.1.1.9
RXN-11737	EC-2.6.1.1
RXN0-2921	EC-6.3.2.17
RXN-13603	EC-3.2.1.21
ASPARTATE-SEMIALDEHYDE-DEHYDROGENASE-RXN	EC-1.2.1.11
MYO-INOSITOL-1OR-4-MONOPHOSPHATASE-RXN	EC-3.1.3.25
RXN-10911	EC-1.1.1.1
FORMYLTHFGLUSYNTH-RXN	EC-6.3.2.17
RXN-10814	EC-2.6.1.1
RXN0-5408	EC-3.1.3.25
RXN-8991	
RXN-9674	EC-3.2.1.21
2-ISOPROPYLMALATESYN-RXN	EC-2.3.3.13
FOLYLPOLYGLUTAMATESYNTH-RXN	EC-6.3.2.17
PROTOHEMEFERROCHELAT-RXN	EC-4.99.1.1
ASPAMINOTRANS-RXN	EC-2.6.1.1
3-ISOPROPYLMALISOM-RXN	
RXN-11350	EC-2.4.1.129
RXN-13697	EC-2.6.1.1
3.4.21.89-RXN	EC-3.4.21.89
RXN-11213	EC-1.2.1.27
RXN-7700	EC-1.1.1.1
IMP-DEHYDROG-RXN	EC-1.1.1.205
2.6.1.22-RXN	EC-2.6.1.22
ASPARAGINE--TRNA-LIGASE-RXN	EC-6.1.1.22
H2PTEROATESYNTH-RXN	EC-2.5.1.15
INORGPYROPHOSPHAT-RXN	EC-3.6.1.1
RXN-7706	EC-1.1.1.1
VALINE--TRNA-LIGASE-RXN	EC-6.1.1.9
3-HYDROXYISOBUTYRATE-DEHYDROGENASE-RXN	EC-1.1.1.31
RXN0-5405	EC-2.4.1.129
3-HYDROXYISOBUTYRYL-COA-HYDROLASE-RXN	EC-3.1.2.4
RXN0-1342	EC-2.4.99.17
TRNA-GUANINE-N7--METHYLTRANSFERASE-RXN	EC-2.1.1.33
CHORISMATEMUT-RXN	EC-5.4.99.5
BETA-LACTAMASE-RXN	EC-3.5.2.6
PHOSPHAGLYPSYN-RXN	EC-2.7.8.5
MEPROPCOA-FAD-RXN	EC-1.3.8
ADENPHOSPHOR-RXN	EC-2.4.2.1
3.4.16.4-RXN	EC-3.4.16.4
3-ISOPROPYLMALDEHYDROG-RXN	
UDP-NACMURALGLDAPLIG-RXN	EC-6.3.2.13
3.1.21.3-RXN	EC-3.1.21.3
RXN0-884	EC-1.17.1.2
UDPKIN-RXN	EC-2.7.4.6
ACETYLORNTRANSAM-RXN	EC-2.6.1.11
HOMOCYSMETB12-RXN	EC-2.1.1.13
RXN0-705	EC-4.1.1.85
RXN0-882	EC-1.17.7.1
RXN-7002	
RXN-10	EC-6.3.4.5
3.4.13.21-RXN	EC-3.4.13.21
N-ACETYLGLUTPREDUCT-RXN	EC-1.2.1.38
2.1.1.72-RXN	EC-2.1.1.72
RXN-11715	EC-2.4.2.1
RXN0-302	EC-4.6.1.12
DCTP-DEAM-RXN	EC-3.5.4.13
4.3.1.17-RXN	EC-4.3.1.17
DXPREDISOM-RXN	EC-1.1.1.267
ACETYLGLUTKIN-RXN	EC-2.7.2.8
LACTOSE6P-HYDROXY-RXN	EC-3.2.1.85
TRIACYLGLYCEROL-LIPASE-RXN	EC-3.1.1.3
GLUTAMINESYN-RXN	EC-6.3.1.2
5.99.1.2-RXN	EC-5.99.1.2
QUINOPRIBOTRANS-RXN	EC-2.4.2.19
CARBAMATE-KINASE-RXN	EC-2.7.2.2
DXS-RXN	EC-2.2.1.7
O-SUCCHOMOSERLYASE-RXN	EC-2.5.1.48
N-ACETYLTRANSFER-RXN	EC-2.3.1.1
GALPMUT-RXN	EC-5.4.99.9
6-PHOSPHO-BETA-GALACTOSIDASE-RXN	EC-3.2.1.85
RXN-12579	EC-3.1.1.3
DTDPKIN-RXN	EC-2.7.4.6
PHOSGLYPHOS-RXN	EC-2.7.2.3
ACSERLY-RXN	EC-2.5.1.47
RXN-7001	EC-2.4.2.1
RXN-12590	
MYO-INOSITOL-1-PHOSPHATE-SYNTHASE-RXN	EC-5.5.1.4
RIBULP3EPIM-RXN	EC-5.1.3.1
2.7.7.60-RXN	EC-2.7.7.60
METBALT-RXN	EC-2.5.1.48
1.5.1.15-RXN	EC-1.5.1.15
RXN-13482	EC-2.1.3.3
RXN0-742	EC-6.3.4.18
CTPSYN-RXN	EC-6.3.4.2
R11-RXN	EC-2.8.3.8
3.2.1.23-RXN	EC-3.2.1.23
RXN0-743	EC-5.4.99.18
2.1.1.19-RXN	EC-2.1.1.19
RXN-12086	EC-3.1.1.3
R7-RXN	EC-2.3.1
RXN-13202	EC-6.3.5.5
BETAGALACTOSID-RXN	EC-3.2.1.23
ORNCARBAMTRANSFER-RXN	EC-2.1.3.3
R8-RXN	EC-2.8.3
FORMYLTHFDEFORMYL-RXN	EC-3.5.1.10
RXN-11290	EC-3.5.1.104
DEOXYINOPHOSPHOR-RXN	EC-2.4.2.1
GARTRANSFORMYL2-RXN	EC-2.1.2
DCDPKIN-RXN	EC-2.7.4.6
R6-RXN	EC-3.7.1
GLUTAMIN-RXN	EC-3.5.1.2
TAGAALDOL-RXN	EC-4.1.2.40
UDP-NACMUR-ALA-LIG-RXN	EC-6.3.2.8
3.4.22.40-RXN	EC-3.4.22.40
ARGSUCCINLYA-RXN	EC-4.3.2.1
GLUTDEHYD-RXN	EC-1.4.1.4
R5-RXN	EC-1.3.1.57
SULFOCYS-RXN	EC-2.5.1.47
RXN-11743	EC-2.4.2.1
ARGININE-DEIMINASE-RXN	EC-3.5.3.6
1.97.1.2-RXN	EC-1.97.1.2
ATPSYN-RXN	EC-3.6.3.14
KETOLACTOSE-RXN	EC-3.2.1.23
TAGAKIN-RXN	EC-2.7.1.144
1.2.3.3-RXN	EC-1.2.3.3
GALLATE-DECARBOXYLASE-RXN	EC-4.1.1.59
RXN0-1461	EC-1.3.3.3
DGDPKIN-RXN	EC-2.7.4.6
2.7.1.121-RXN	EC-2.7.1.121
L-GLN-FRUCT-6-P-AMINOTRANS-RXN	EC-2.6.1.16
PROTOPORGENOXI-RXN	EC-1.3.3.4
PHOSPHOGLUCMUT-RXN	EC-5.4.2.2
INOPHOSPHOR-RXN	EC-2.4.2.1
THIAMIN-PYROPHOSPHOKINASE-RXN	EC-2.7.6.2
LACTOSE-6-PHOSPHATE-ISOMERASE-RXN	EC-5.3.1.26
ALPHA-L-FUCOSIDASE-RXN	EC-3.2.1.51
GLYCERONE-KINASE-RXN	EC-2.7.1.29
PYRUVFORMLY-RXN	EC-2.3.1.54
PROLINE--TRNA-LIGASE-RXN	EC-6.1.1.15
NUCLEOSIDE-DIP-KIN-RXN	EC-2.7.4.6
XANTHOSINEPHOSPHORY-RXN	EC-2.4.2.1
RXN0-5131	EC-2.7.7
ASPCARBTRANS-RXN	EC-2.1.3.2
6.3.5.7-RXN	EC-6.3.5.7
RXN0-5226	EC-3.2.1.52
RXN0-4261	
URACIL-PRIBOSYLTRANS-RXN	EC-2.4.2.9
ENZRXN-201-RXN	EC-1.1.1
RXN0-5515	EC-2.7.7.41
CYTIDEAM-RXN	EC-3.5.4.14
DIHYDROXYMETVALDEHYDRAT-RXN	EC-4.2.1.9
RXN-12726	EC-2.5.1.47
ENZRXN-161-RXN	EC-1.1.1
FPPSYN-RXN	EC-2.5.1.10
RXN0-1281	
RXN-11833	EC-5.4.99.19
RXN0-2601	EC-4.2.99.18
RXN-11622	EC-3.2.1.52
RXN-7644	EC-1.1.1.14
UNDECAPRENYL-DIPHOSPHATASE-RXN	EC-3.6.1.27
DUDPKIN-RXN	EC-2.7.4.6
BUTANAL-DEHYDROGENASE-RXN	EC-1.2.1.57
GLUTATHIONE-REDUCT-NADPH-RXN	EC-1.8.1.7
CDPDIGLYSYN-RXN	EC-2.7.7.41
4.2.99.18-RXN	EC-4.2.99.18
ACETYL-COA-ACETYLTRANSFER-RXN	EC-2.3.1.9
3.1.11.6-RXN	EC-3.1.11.6
FUCPALDOL-RXN	EC-4.1.2.17
RXN-12626	EC-3.2.1.52
L-IDITOL-2-DEHYDROGENASE-RXN	EC-1.1.1.14
THREDEHYD-RXN	EC-4.3.1.19
DIHYDROXYISOVALDEHYDRAT-RXN	EC-4.2.1.9
ASNSYNA-RXN	EC-6.3.1.1
THIOSULFATE-SULFURTRANSFERASE-RXN	EC-2.8.1.1
METHIONINE--TRNA-LIGASE-RXN	EC-6.1.1.10
RXN-8999	EC-2.5.1.31
GLUTAMATE-DEHYDROGENASE-NADP+-RXN	EC-1.4.1.3
RXN-13455	
3.2.1.52-RXN	EC-3.2.1.52
URIDINEKIN-RXN	EC-2.7.1.48
LEUCINE--TRNA-LIGASE-RXN	EC-6.1.1.4
RXN-12625	EC-3.2.1.52
RXN-12729	EC-4.4.1.8
RXN-11573	EC-2.1.1.187
ACETOLACTREDUCTOISOM-RXN	EC-1.1.1.86
2.7.13.3-RXN	EC-2.7.13.3
6PGLUCONDEHYDROG-RXN	EC-1.1.1
PANTOTHENATE-KIN-RXN	EC-2.7.1.33
HISTIDINE--TRNA-LIGASE-RXN	EC-6.1.1.21
RXN-5781	EC-2.7.8.2
GALACTOACETYLTRAN-RXN	EC-2.3.1.18
HOMOSERKIN-RXN	EC-2.7.1.39
CYSTATHIONINE-BETA-LYASE-RXN	EC-4.4.1.8
URKI-RXN	EC-2.7.1.48
6PGLUCONOLACT-RXN	EC-3.1.1.31
5.99.1.3-RXN	EC-5.99.1.3
RXN0-5225	EC-3.5.1.28
2.7.7.15-RXN	EC-2.7.7.15
PANTEPADENYLYLTRAN-RXN	EC-2.7.7.3
GLYCDEH-RXN	EC-1.1.1.6
GLYCEROL-KIN-RXN	EC-2.7.1.30
AICARSYN-RXN	EC-4.3.2.2
PREPHENATEDEHYDRAT-RXN	EC-4.2.1.51
THYM-PHOSPH-RXN	EC-2.4.2.2	EC-2.4.2.4
ASPARTATE--TRNA-LIGASE-RXN	EC-6.1.1.12
PABASYN-RXN	EC-2.6.1.85
METHYLENETHFDEHYDROG-NADP-RXN	EC-1.5.1.5
FUCULOKIN-RXN	EC-2.7.1.51
L-LACTATE-DEHYDROGENASE-RXN	EC-1.1.1.27
RXN0-5183	EC-3.2.1.20
ACETOOHBUTREDUCTOISOM-RXN	EC-1.1.1.86
3.6.3.30-RXN	EC-3.6.3.30
AMPSYN-RXN	EC-4.3.2.2
RXN-13456	
SHIKIMATE-KINASE-RXN	EC-2.7.1.71
RXN0-5146	EC-3.2.1.33
1.1.1.34-RXN	EC-1.1.1.34
RIB5PISOM-RXN	EC-5.3.1.6
URA-PHOSPH-RXN	EC-2.4.2.2	EC-2.4.2.23
DCMP-DEAMINASE-RXN	EC-3.5.4.12
RXN-6283	EC-6.3.4.3
ACETOLACTSYN-RXN	EC-2.2.1.6
RIBOFLAVINSYNREDUC-RXN	EC-1.1.1.193
RXN0-5363	EC-3.2.1
ADENYL-KIN-RXN	EC-2.7.4.3
3.6.3.31-RXN	EC-3.6.3.31
UDPNACETYLGLUCOSAMENOLPYRTRANS-RXN	EC-2.5.1.7
GLYCEROL-3-PHOSPHATE-OXIDASE-RXN	EC-1.1.3.21
ADENODEAMIN-RXN	EC-3.5.4.4
2.5.1.19-RXN	EC-2.5.1.19
DIOHBUTANONEPSYN-RXN	EC-4.1.99.12
ACETOOHBUTSYN-RXN	EC-2.2.1.6
RXN0-5390	EC-3.1.2
